INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212036933,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,77,0,2021-06-01 13:00:00,2021,6,Tuesday,13,,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
212014261,3005,,SICK ASSIST,C11,244,0,2021-03-05 19:25:00,2021,3,Friday,19,,DORCHESTER AVE,42.3158707342743,-71.0566831122408,"(42.3158707342743, -71.0566831122408)"
212023449,301,,ROBBERY,A1,112,0,2021-04-12 00:46:00,2021,4,Monday,0,,CHAUNCY ST,42.3528511804031,-71.0609641149017,"(42.3528511804031, -71.0609641149017)"
212023678,3005,,SICK ASSIST,E13,572,0,2021-04-12 22:29:00,2021,4,Monday,22,,GRANADA PARK,42.3131910471869,-71.0982312866435,"(42.3131910471869, -71.0982312866435)"
212037674,801,,ASSAULT - SIMPLE,A1,77,0,2021-06-05 12:15:00,2021,6,Saturday,12,,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
212005474,3005,,SICK ASSIST,C11,461,0,2021-01-26 03:33:00,2021,1,Tuesday,3,,WASHINGTON ST,42.3002255080535,-71.0746831311047,"(42.3002255080535, -71.0746831311047)"
212000948,2905,,VAL - VIOLATION OF AUTO LAW,B2, ,0,2021-01-05 11:27:00,2021,1,Tuesday,11,,SHABAZZ WAY & HARRISON AVE,42.3302490279468,-71.0818949567709,"(42.3302490279468, -71.0818949567709)"
212043094,1107,,FRAUD - IMPERSONATION,A7, ,0,2021-06-25 11:50:00,2021,6,Friday,11,,BORDER ST,42.376202668189,-71.0397992616017,"(42.376202668189, -71.0397992616017)"
212016527,801,,ASSAULT - SIMPLE,D4,167,0,2021-03-15 11:38:00,2021,3,Monday,11,,HARRISON AVE,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212028476,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,,177,0,2021-05-02 17:45:00,2021,5,Sunday,17,,MASSACHUSETTS AVE,42.3315214827848,-71.0708530659426,"(42.3315214827848, -71.0708530659426)"
212008079,2647,,THREATS TO DO BODILY HARM,A1,75,0,2021-02-06 14:30:00,2021,2,Saturday,14,,PORTLAND ST,42.3642384016073,-71.0616551501101,"(42.3642384016073, -71.0616551501101)"
212014846,3001,,DEATH INVESTIGATION,E5,712,0,2021-03-08 15:15:00,2021,3,Monday,15,,ROCKINGHAM AVE,42.2645435527199,-71.1572631897417,"(42.2645435527199, -71.1572631897417)"
212009815,613,,LARCENY SHOPLIFTING,C11,356,0,2021-02-11 14:22:00,2021,2,Thursday,14,,GENEVA AVE,42.2984886615439,-71.0631329417796,"(42.2984886615439, -71.0631329417796)"
212005641,619,,LARCENY ALL OTHERS,D4,165,0,2021-01-26 19:19:00,2021,1,Tuesday,19,,ALBANY ST,42.3399748802262,-71.0644655238342,"(42.3399748802262, -71.0644655238342)"
212038549,2610,,TRESPASSING,A15,54,0,2021-06-09 13:00:00,2021,6,Wednesday,13,,HIGH STREET,0.0,0.0,"(0, 0)"
212010997,3410,,TOWED MOTOR VEHICLE,A7,824,0,2021-02-19 17:29:00,2021,2,Friday,17,,TRENTON ST,42.3796845574165,-71.034286452251,"(42.3796845574165, -71.034286452251)"
212042083,3410,,TOWED MOTOR VEHICLE,E18, ,0,2021-06-21 23:02:00,2021,6,Monday,23,,"BEECH ST & POPLAR ST
ROSLINDALE  MA 02131
UNITED S",42.2734629652635,-71.1294389534009,"(42.2734629652635, -71.1294389534009)"
212017407,611,,LARCENY PICK-POCKET,C6,186,0,2021-03-18 18:00:00,2021,3,Thursday,18,,ALLSTATE RD,0.0,0.0,"(0, 0)"
212031673,540,,BURGLARY - COMMERICAL,A1,111,0,2021-05-15 06:52:00,2021,5,Saturday,6,,TREMONT ST,42.3542837724149,-71.0638040374747,"(42.3542837724149, -71.0638040374747)"
212038817,3115,,INVESTIGATE PERSON,E5,691,0,2021-06-10 14:43:00,2021,6,Thursday,14,,REDLANDS RD,42.2889846197977,-71.1522477275904,"(42.2889846197977, -71.1522477275904)"
212021056,3803,,M/V ACCIDENT - PERSONAL INJURY,A15,38,0,2021-04-02 13:33:00,2021,4,Friday,13,,FIRST AVE,42.3758060137961,-71.052994577341,"(42.3758060137961, -71.052994577341)"
212038748,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11,349,0,2021-06-10 10:50:00,2021,6,Thursday,10,,DORCHESTER AVE,42.302542387716,-71.0595669012164,"(42.302542387716, -71.0595669012164)"
212012217,613,,LARCENY SHOPLIFTING,D4,627,0,2021-02-25 09:20:00,2021,2,Thursday,9,,BOYLSTON ST,42.3441262779061,-71.0994277699999,"(42.3441262779061, -71.0994277699999)"
212042612,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,153,0,2021-06-23 18:20:00,2021,6,Wednesday,18,,TREMONT ST,42.3421870420325,-71.0749490491826,"(42.3421870420325, -71.0749490491826)"
212023978,3115,,INVESTIGATE PERSON,,68,0,2021-04-14 05:26:00,2021,4,Wednesday,5,,BOWDOIN ST,42.3603817251712,-71.0628576848235,"(42.3603817251712, -71.0628576848235)"
212019547,801,,ASSAULT - SIMPLE,C6, ,0,2021-03-27 09:52:00,2021,3,Saturday,9,,"SOUTHAMPTON ST & ATKINSON ST
ROXBURY  MA 02118
UNI",42.331897957787,-71.0690820419121,"(42.331897957787, -71.0690820419121)"
212015476,3301,,VERBAL DISPUTE,C11,460,0,2021-03-11 06:55:00,2021,3,Thursday,6,,STRATHCONA RD,42.305210909983,-71.0793012952757,"(42.305210909983, -71.0793012952757)"
212017865,3304,,NOISY PARTY/RADIO-NO ARREST,C6,221,0,2021-03-20 17:17:00,2021,3,Saturday,17,,E THIRD ST,42.3363815463267,-71.0420884221828,"(42.3363815463267, -71.0420884221828)"
212000215,2914,,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,476,0,2021-01-01 20:50:00,2021,1,Friday,20,,BLUE HILL AVE,42.2681739726055,-71.0938767726134,"(42.2681739726055, -71.0938767726134)"
212037499,801,,ASSAULT - SIMPLE,C6, ,0,2021-06-05 19:53:00,2021,6,Saturday,19,,MONSIGNOR DENNIS F. O'CALLAGHA WAY,0.0,0.0,"(0, 0)"
212020795,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,426,0,2021-04-01 13:16:00,2021,4,Thursday,13,,"BLUE HILL AVE & FAIRWAY ST
MATTAPAN  MA 02126
UNIT",42.2686710097925,-71.0938190419915,"(42.2686710097925, -71.0938190419915)"
212037347,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2021-05-24 16:30:00,2021,5,Monday,16,,HYDE PARK AVENUE,0.0,0.0,"(0, 0)"
212012969,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,135,0,2021-02-28 10:00:00,2021,2,Sunday,10,,MARLBOROUGH ST,42.3519681328858,-71.0820094346338,"(42.3519681328858, -71.0820094346338)"
212038497,3115,,INVESTIGATE PERSON,D4,167,0,2021-06-09 11:06:00,2021,6,Wednesday,11,,HARRISON AVE,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212012186,3006,,SICK/INJURED/MEDICAL - PERSON,D4,273,0,2021-02-25 00:00:00,2021,2,Thursday,0,,MASSACHUSETTS AVE,42.3389933922745,-71.0800859481575,"(42.3389933922745, -71.0800859481575)"
212009142,3501,,MISSING PERSON,,946,0,2021-02-11 14:59:00,2021,2,Thursday,14,,SAINT ROSE ST,42.3046013331482,-71.1155213888917,"(42.3046013331482, -71.1155213888917)"
212039080,1108,,FRAUD - WELFARE,B3,465,0,2021-05-01 00:00:00,2021,5,Saturday,0,,BLUE HILL AVE,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212042170,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,433,0,2021-06-22 10:19:00,2021,6,Tuesday,10,,NELSON ST,42.282676612423,-71.0828306432512,"(42.282676612423, -71.0828306432512)"
212042968,2604,,EXTORTION OR BLACKMAIL,A7,28,0,2021-06-23 13:39:00,2021,6,Wednesday,13,,PARIS ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212031554,3805,,M/V ACCIDENT - POLICE VEHICLE,B3,440,0,2021-05-14 18:17:00,2021,5,Friday,18,,BLUE HILL AVE,42.2927884243387,-71.0885188795919,"(42.2927884243387, -71.0885188795919)"
212036292,3005,,SICK ASSIST,, ,0,2021-06-01 13:31:00,2021,6,Tuesday,13,,,42.3631899546675,-71.1353000013249,"(42.3631899546675, -71.1353000013249)"
212002519,3115,,INVESTIGATE PERSON,B3, ,0,2021-01-12 11:22:00,2021,1,Tuesday,11,,AMES WAY,42.2896580484078,-71.0863439659688,"(42.2896580484078, -71.0863439659688)"
212010278,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,778,0,2021-02-12 12:00:00,2021,2,Friday,12,,WASHINGTON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212037616,3114,,INVESTIGATE PROPERTY,B3,439,0,2021-06-06 04:37:00,2021,6,Sunday,4,,BLUE HILL AVE,42.2905614222734,-71.0892602796419,"(42.2905614222734, -71.0892602796419)"
212030717,617,,LARCENY THEFT FROM BUILDING,B3,426,0,2021-05-11 10:47:00,2021,5,Tuesday,10,,RIVER ST,42.2695668929891,-71.0907504926637,"(42.2695668929891, -71.0907504926637)"
212040410,3114,,INVESTIGATE PROPERTY,A7,29,0,2021-06-16 00:00:00,2021,6,Wednesday,0,,MAVERICK ST,42.3695069711984,-71.0374722203314,"(42.3695069711984, -71.0374722203314)"
212018279,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,D4,129,0,2021-03-22 00:00:00,2021,3,Monday,0,,BOYLSTON ST,42.3515707556266,-71.0718659907746,"(42.3515707556266, -71.0718659907746)"
212037626,1102,,FRAUD - FALSE PRETENSE / SCHEME,D14,778,0,2021-06-06 08:13:00,2021,6,Sunday,8,,WASHINGTON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212001120,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,691,0,2021-01-05 21:00:00,2021,1,Tuesday,21,,HOWITT RD,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212027979,301,,ROBBERY,D14,805,0,2021-04-30 14:15:00,2021,4,Friday,14,,PORTSMOUTH ST,42.3597485556509,-71.144323835731,"(42.3597485556509, -71.144323835731)"
212019336,1402,,VANDALISM,E18,518,0,2021-03-26 14:29:00,2021,3,Friday,14,,GARFIELD AVE,42.2464735121978,-71.1209849831835,"(42.2464735121978, -71.1209849831835)"
212006898,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2021-02-01 16:00:00,2021,2,Monday,16,,LEROY ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212003651,301,,ROBBERY,E18,940,0,2021-01-17 13:28:00,2021,1,Sunday,13,,NEWACRE RD,42.2436188250818,-71.1198925529802,"(42.2436188250818, -71.1198925529802)"
212022781,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,520,0,2021-04-07 11:00:00,2021,4,Wednesday,11,,MEADOW RD,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
212004947,3301,,VERBAL DISPUTE,B3,417,0,2021-01-23 15:08:00,2021,1,Saturday,15,,ROCKWELL ST,42.2833906934412,-71.0738862780023,"(42.2833906934412, -71.0738862780023)"
212029195,3115,,INVESTIGATE PERSON,A1,77,0,2021-05-05 16:00:00,2021,5,Wednesday,16,,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
212017440,3114,,INVESTIGATE PROPERTY,B3,565,1,2021-03-18 23:37:00,2021,3,Thursday,23,,SENATOR BOLLING CIR,42.289131470932,-71.0929302822061,"(42.289131470932, -71.0929302822061)"
212043468,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2021-06-26 17:30:00,2021,6,Saturday,17,,HYDE PARK AVE,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
212008549,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,175,0,2021-02-08 19:10:00,2021,2,Monday,19,,SOUTHAMPTON ST,42.3321084294949,-71.0701439481355,"(42.3321084294949, -71.0701439481355)"
212030708,520,,BURGLARY - RESIDENTIAL,E5,562,0,2021-05-08 15:45:00,2021,5,Saturday,15,,LEE HILL RD,42.2887290136746,-71.1263911496577,"(42.2887290136746, -71.1263911496577)"
212041569,3410,,TOWED MOTOR VEHICLE,D4,128,0,2021-06-20 09:00:00,2021,6,Sunday,9,,BERKELEY ST,42.3489073379605,-71.0718933046936,"(42.3489073379605, -71.0718933046936)"
212024188,3801,,M/V ACCIDENT - OTHER,B3,945,0,2021-04-14 20:04:00,2021,4,Wednesday,20,,WESTVIEW ST,42.2909186732744,-71.0876781299809,"(42.2909186732744, -71.0876781299809)"
212011769,3304,,NOISY PARTY/RADIO-NO ARREST,C11,362,0,2021-02-23 11:30:00,2021,2,Tuesday,11,,WASHINGTON ST,42.2925764791588,-71.0717940591183,"(42.2925764791588, -71.0717940591183)"
212018915,1832,,SICK ASSIST - DRUG RELATED ILLNESS,C6, ,0,2021-03-24 21:52:00,2021,3,Wednesday,21,,"SOUTHAMPTON ST & MELNEA CASS BLVD
ROXBURY  MA 0211",42.3326039761671,-71.0720240580742,"(42.3326039761671, -71.0720240580742)"
212008636,2647,,THREATS TO DO BODILY HARM,A15,900,0,2021-02-09 10:30:00,2021,2,Tuesday,10,,MCNULTY CT,42.3780845155094,-71.0578411546173,"(42.3780845155094, -71.0578411546173)"
212026598,3114,,INVESTIGATE PROPERTY,B3,437,1,2021-04-25 00:03:00,2021,4,Sunday,0,,EVANS ST,42.2902623291921,-71.0747385562136,"(42.2902623291921, -71.0747385562136)"
212021716,520,,BURGLARY - RESIDENTIAL,C11,355,0,2021-04-05 04:11:00,2021,4,Monday,4,,TREMLETT ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212042767,3115,,INVESTIGATE PERSON,C6,207,0,2021-06-24 09:47:00,2021,6,Thursday,9,,DRY DOCK AVE,42.3447347942791,-71.0296454322826,"(42.3447347942791, -71.0296454322826)"
212032953,613,,LARCENY SHOPLIFTING,D4,138,0,2021-05-14 12:00:00,2021,5,Friday,12,,BOYLSTON ST,42.348623815555,-71.0827763708641,"(42.348623815555, -71.0827763708641)"
212036393,2647,,THREATS TO DO BODILY HARM,E13, ,0,2021-06-01 19:32:00,2021,6,Tuesday,19,,"WALNUT PARK & WASHINGTON ST
ROXBURY  MA 02119
UNIT",42.3164029815432,-71.0977019943039,"(42.3164029815432, -71.0977019943039)"
212001144,3005,,SICK ASSIST,B3,465,0,2021-01-06 11:00:00,2021,1,Wednesday,11,,BLUE HILL AVE,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212026755,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,273,0,2021-04-25 17:40:00,2021,4,Sunday,17,,MASSACHUSETTS AVE,42.3389933922745,-71.0800859481575,"(42.3389933922745, -71.0800859481575)"
212009798,3201,,PROPERTY - LOST/ MISSING,B2,308,0,2021-02-14 11:15:00,2021,2,Sunday,11,,HUMBOLDT AVE,42.320317410774,-71.0873230201742,"(42.320317410774, -71.0873230201742)"
212001139,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,200,0,2021-01-05 18:00:00,2021,1,Tuesday,18,,RAWSON ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212021283,3115,,INVESTIGATE PERSON,C11,370,0,2021-04-03 11:40:00,2021,4,Saturday,11,,WILLIAM T MORRISSEY BLVD,42.2962368488725,-71.0485364485724,"(42.2962368488725, -71.0485364485724)"
212018680,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,282,0,2021-03-23 19:00:00,2021,3,Tuesday,19,,TOWNSEND ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212020777,3805,,M/V ACCIDENT - POLICE VEHICLE,C11, ,0,2021-04-01 12:46:00,2021,4,Thursday,12,,"SAVIN HILL AVE & AUCKLAND ST
DORCHESTER  MA 02125
",42.312857012404,-71.0560439887442,"(42.312857012404, -71.0560439887442)"
212007360,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11,355,0,2021-02-03 16:00:00,2021,2,Wednesday,16,,GENEVA AVE,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212042320,3115,,INVESTIGATE PERSON,B3,463,0,2021-06-22 06:13:00,2021,6,Tuesday,6,,AMERICAN LEGION HWY,42.2979498303374,-71.087744126059,"(42.2979498303374, -71.087744126059)"
212041057,3001,,DEATH INVESTIGATION,E18,499,0,2021-06-18 10:12:00,2021,6,Friday,10,,HYDE PARK AVE,42.2777501829369,-71.1193893055145,"(42.2777501829369, -71.1193893055145)"
212036099,1402,,VANDALISM,C6, ,0,2021-05-31 16:45:00,2021,5,Monday,16,,WEST BROADWAY,0.0,0.0,"(0, 0)"
212026626,3005,,SICK ASSIST,E13, ,0,2021-04-25 05:44:00,2021,4,Sunday,5,,"MORTON ST & CANTERBURY ST
DORCHESTER  MA 02121
UNI",42.2932179733488,-71.0963759413063,"(42.2932179733488, -71.0963759413063)"
212022088,1402,,VANDALISM,C11,355,0,2021-04-06 00:00:00,2021,4,Tuesday,0,,ROSARIA ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212030532,520,,BURGLARY - RESIDENTIAL,B3,419,0,2021-05-06 16:30:00,2021,5,Thursday,16,,FULLER ST,42.2800927863359,-71.0800541023772,"(42.2800927863359, -71.0800541023772)"
212022851,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,24,0,2021-04-09 15:30:00,2021,4,Friday,15,,WHITE ST,42.3805220247963,-71.0371506366484,"(42.3805220247963, -71.0371506366484)"
212007482,613,,LARCENY SHOPLIFTING,A1, ,0,2021-02-04 09:44:00,2021,2,Thursday,9,,WASHINGTON ST,42.3523730173618,-71.0626090463275,"(42.3523730173618, -71.0626090463275)"
212026462,3402,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",B2,326,0,2021-04-24 15:05:00,2021,4,Saturday,15,,FAYSTON ST,42.3126054038853,-71.076241585931,"(42.3126054038853, -71.076241585931)"
212036636,3114,,INVESTIGATE PROPERTY,E5,822,0,2021-06-02 17:23:00,2021,6,Wednesday,17,,DE SOTO RD,0.0,0.0,"(0, 0)"
212033728,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,C11, ,0,2021-05-22 16:02:00,2021,5,Saturday,16,,,42.2982259738242,-71.0570529606482,"(42.2982259738242, -71.0570529606482)"
212010149,3502,,MISSING PERSON - LOCATED,B2,612,0,2021-02-15 20:45:00,2021,2,Monday,20,,FRANCIS ST,42.3353844395738,-71.1067796487276,"(42.3353844395738, -71.1067796487276)"
212023205,2907,,VAL - OPERATING AFTER REV/SUSP.,B2,332,0,2021-04-11 01:55:00,2021,4,Sunday,1,,COLUMBIA RD,42.3151966451042,-71.0667838725257,"(42.3151966451042, -71.0667838725257)"
212031934,520,,BURGLARY - RESIDENTIAL,E5,667,0,2021-05-06 15:00:00,2021,5,Thursday,15,,FAIRVIEW ST,42.2907522301421,-71.1282661859163,"(42.2907522301421, -71.1282661859163)"
212037873,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C11,450,0,2021-06-07 05:21:00,2021,6,Monday,5,,WASHINGTON ST,42.291822978197,-71.0717341669652,"(42.291822978197, -71.0717341669652)"
212028972,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B3,355,0,2021-04-30 13:00:00,2021,4,Friday,13,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212004834,3114,,INVESTIGATE PROPERTY,C11,356,0,2021-01-23 03:04:00,2021,1,Saturday,3,,DORCHESTER AVE,42.299196944042,-71.0604697440107,"(42.299196944042, -71.0604697440107)"
212001533,2619,,FUGITIVE FROM JUSTICE,A1, ,0,2021-01-07 20:50:00,2021,1,Thursday,20,,NASHUA ST,42.3676159061428,-71.0660136024278,"(42.3676159061428, -71.0660136024278)"
212006957,3115,,INVESTIGATE PERSON,E5,822,0,2021-02-01 20:23:00,2021,2,Monday,20,,GEORGETOWNE PL,42.2552009734505,-71.1444908439387,"(42.2552009734505, -71.1444908439387)"
212013356,3502,,MISSING PERSON - LOCATED,E18,495,0,2021-03-01 22:04:00,2021,3,Monday,22,,GREENWOOD CIR,42.264855998223,-71.1199900102287,"(42.264855998223, -71.1199900102287)"
212012052,3115,,INVESTIGATE PERSON,D4,620,0,2021-02-24 15:38:00,2021,2,Wednesday,15,,NORWAY ST,42.3452109987635,-71.0881498703324,"(42.3452109987635, -71.0881498703324)"
212036488,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E13,578,0,2021-06-02 09:16:00,2021,6,Wednesday,9,,SHERIDAN ST,0.0,0.0,"(0, 0)"
212007538,423,,ASSAULT - AGGRAVATED,C11,337,0,2021-02-04 12:55:00,2021,2,Thursday,12,,EVERTON ST,42.3048146734108,-71.0721829495582,"(42.3048146734108, -71.0721829495582)"
212008064,724,,AUTO THEFT,C6,200,0,2021-02-03 17:30:00,2021,2,Wednesday,17,,FOUNDRY ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212021144,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,200,0,2021-04-01 07:30:00,2021,4,Thursday,7,,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212028987,2646,,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,A1,117,0,2021-05-04 19:18:00,2021,5,Tuesday,19,,WASHINGTON ST,42.3517428213977,-71.0627594004013,"(42.3517428213977, -71.0627594004013)"
212034196,3005,,SICK ASSIST,A7,26,0,2021-05-24 13:17:00,2021,5,Monday,13,,BORDER ST,42.3809334541943,-71.0402392867101,"(42.3809334541943, -71.0402392867101)"
212029972,2647,,THREATS TO DO BODILY HARM,A1,109,0,2021-05-08 13:07:00,2021,5,Saturday,13,,HIGH ST,42.355638111678,-71.0536031563675,"(42.355638111678, -71.0536031563675)"
212039516,3114,,INVESTIGATE PROPERTY,B3,429,0,2021-06-13 02:59:00,2021,6,Sunday,2,,MORTON ST,42.2833167633756,-71.0890643128445,"(42.2833167633756, -71.0890643128445)"
212003583,2905,,VAL - VIOLATION OF AUTO LAW,B3,428,0,2021-01-17 00:41:00,2021,1,Sunday,0,,"BLUE HILL AVE & MORTON ST
DORCHESTER  MA 02126
UNI",42.2842270040728,-71.0913810592869,"(42.2842270040728, -71.0913810592869)"
212016972,3410,,TOWED MOTOR VEHICLE,B3,469,0,2021-03-17 00:15:00,2021,3,Wednesday,0,,ALMONT ST,42.276663190507,-71.0975717297833,"(42.276663190507, -71.0975717297833)"
212041625,3005,,SICK ASSIST,B2,182,0,2021-06-20 13:24:00,2021,6,Sunday,13,,ALBION ST,42.3220383978616,-71.0714039618749,"(42.3220383978616, -71.0714039618749)"
212010722,2647,,THREATS TO DO BODILY HARM,E13,582,0,2021-02-18 12:20:00,2021,2,Thursday,12,,ROUND HILL ST,42.3235073771211,-71.1048592147864,"(42.3235073771211, -71.1048592147864)"
212018823,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2, ,0,2021-03-24 15:28:00,2021,3,Wednesday,15,,"TERRACE ST & CEDAR ST
ROXBURY  MA 02120
UNITED STA",42.3285839899572,-71.0981420421105,"(42.3285839899572, -71.0981420421105)"
212009378,3802,,M/V ACCIDENT - PROPERTY DAMAGE,,317,0,2021-02-12 00:00:00,2021,2,Friday,0,,RUTHVEN ST,42.3120204688974,-71.0885163224598,"(42.3120204688974, -71.0885163224598)"
212014680,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2021-03-07 18:40:00,2021,3,Sunday,18,,WARREN ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212038563,727,,AUTO THEFT - LEASED/RENTED VEHICLE,D14,778,0,2021-03-25 00:00:00,2021,3,Thursday,0,,WASHINGTON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212031370,1415,,GRAFFITI,B2,326,0,2021-05-13 00:01:00,2021,5,Thursday,0,,BLUE HILL AVE,42.3143211165602,-71.0790058564827,"(42.3143211165602, -71.0790058564827)"
212042620,3301,,VERBAL DISPUTE,B3,474,0,2021-06-23 18:16:00,2021,6,Wednesday,18,,SAVANNAH AVE,42.2737393618521,-71.1010802432362,"(42.2737393618521, -71.1010802432362)"
212024680,3502,,MISSING PERSON - LOCATED,C11,459,0,2021-04-16 19:40:00,2021,4,Friday,19,,WASHINGTON ST,42.3042217547167,-71.0791845947074,"(42.3042217547167, -71.0791845947074)"
212018510,1107,,FRAUD - IMPERSONATION,D4,167,0,2021-03-14 12:00:00,2021,3,Sunday,12,,E SPRINGFIELD ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212030645,3115,,INVESTIGATE PERSON,D4,619,0,2021-05-11 07:25:00,2021,5,Tuesday,7,,SAINT STEPHEN ST,42.3423131056199,-71.0869637020617,"(42.3423131056199, -71.0869637020617)"
212004282,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3,465,0,2021-01-19 15:30:00,2021,1,Tuesday,15,,CATBIRD CT,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212027577,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,12,0,2021-04-24 09:00:00,2021,4,Saturday,9,,GLADSTONE ST,42.3864884537297,-71.009867508102,"(42.3864884537297, -71.009867508102)"
212003481,3801,,M/V ACCIDENT - OTHER,B2, ,0,2021-01-16 13:44:00,2021,1,Saturday,13,,"COLUMBIA RD & CEYLON ST
DORCHESTER  MA 02121
UNITE",42.3096349742645,-71.0732129995278,"(42.3096349742645, -71.0732129995278)"
212026155,3001,,DEATH INVESTIGATION,D4,139,0,2021-04-23 10:50:00,2021,4,Friday,10,,MARLBOROUGH ST,42.3503875960034,-71.0878529006319,"(42.3503875960034, -71.0878529006319)"
212017928,3207,,PROPERTY - FOUND,E18,522,0,2021-03-20 22:22:00,2021,3,Saturday,22,,DANA AVE,42.2542218722025,-71.1249112687381,"(42.2542218722025, -71.1249112687381)"
212007480,3201,,PROPERTY - LOST/ MISSING,E5,691,0,2021-02-04 09:53:00,2021,2,Thursday,9,,VFW PKWY,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212039445,1402,,VANDALISM,B3,450,0,2021-06-12 21:08:00,2021,6,Saturday,21,,DUNLAP ST,42.2928107904335,-71.0732759408303,"(42.2928107904335, -71.0732759408303)"
